Water,Methane,Ethane,Propane,Isobutane,Butane,Isopentane,Pentane,Hexane,Heptane,Carbon Dioxide,SPECIFIC GRAVITY,Pressure (psia),PR,Hydrate Temperature (K)
0,64,0,0,0,0,0,0,0,0,36,0.901315844,500,0.615430063,283.8873291
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,43.17834,0.062986053,251.3237
0,78,0,2,0,0,0,0,0,0,20,0.766222989,1611.111111,2.157410631,291.8028564
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,61.20002,0.076188016,268.5986
0,24.42,3.07,0.75,0.92,0,0,0,0,0,66.85,1.212530304,158.05,0.173669471,276.5
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,1455.439,1.817176502,293.4857
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,80.77387,0.067988427,273.3201
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,658.2867,0.826987667,284.8513
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,81.54,0.07959798,270.7262
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,2208.708,3.08913687,294.2855
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,1642.041,2.133197783,290.9062
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,1486.899,2.051942321,291.8469
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,442.7129,0.64836468,282.9358
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,719.3934,0.903754351,285.5087
0,82,11.3,4.2,0.1,0.1,0,0.2,0,0,0.5,0.65191039,2500,3.786700321,295.3484497
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,139.0178,0.135706845,276.4309
0,50,0,0,0,0,0,0,0,0,50,1.036468761,735.34,0.846191024,283.1
0,24.42,3.07,0.75,0.92,0,0,0,0,0,66.85,1.212530304,110.03,0.12090384,273.7
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,323.6633,0.404107175,283.5878
0,52.26,0,0,0,0,0,0,0,0,47.74,1.014651219,1833.333333,2.132106232,291.5715027
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,499.3286,0.621615082,287.5676
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,70.39346,0.091449101,255.5447
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,68.48584,0.085507437,268.5238
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,2639.683,3.258799905,294.8364
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,166.9881,0.209782606,273.6755
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,74.53891,0.092793625,273.1138
0,7.86,1.13,0.86,0.2,0.33,0,0,0,0,89.62,1.440449575,997,0.969441069,290.9
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,2835.926,3.694066237,295.5391
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,2647.555,3.305583219,296.2776
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,1185.829,1.736677744,290.1963
0,56,0,0,0,0,0,0,0,0,44,0.978546082,2500,2.959420427,292.9526672
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,1542.817,2.278732784,291.4608
0,54.21,0,0,0,0,0,0,0,0,45.79,0.995826348,979,1.149072362,295.49
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,99.53614,0.09716551,273.8159
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,2392.825,2.335835632,295.6593
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,229.3193,0.323007925,276.2982
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,15.73161,0.019641573,238.4583
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,1828.729,2.28324469,294.4725
0,52.26,0,0,0,0,0,0,0,0,47.74,1.014651219,500,0.581483518,283.8873596
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,608.8394,0.760161471,288.2958
0,50,0,0,0,0,0,0,0,0,50,1.036468761,2055.555556,2.365426417,292.1621094
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,26.76906,0.039203992,238.4819
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,1798.392,2.623389745,292.8904
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,2272.996,3.328862396,293.8217
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1121.587,1.094874418,291.9819
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,312.0412,0.385228011,281.3882
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,1073.689,1.501679841,290.4673
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,790.9333,0.99571463,287.7716
0,85.75,0,0,0,0,0,0,0,0,14.25,0.691346134,435.11,0.600507887,277.1
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,95.00029,0.132869034,268.5476
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,314.0784,0.394568147,278.951
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,1110.532,1.386545678,292.1133
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,1546.136,2.28363493,291.4719
0,93,0,0,0,0,0,0,0,0,7,0.621356231,2055.555556,2.956442809,292.0300598
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,151.4856,0.196797002,272.8382
0,52.55,4.74,3.11,1.31,1.88,0,4.01,0,0,31.4,1.02843914,1166.666667,1.502686923,290.8383789
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,2628.512,3.882298723,294.1647
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1850.606,2.329748245,292.9281
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,792.4798,0.989444196,290.0789
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1432.608,1.803525966,291.5586
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,2236.053,2.79180575,295.4333
0,78.14,0,0,0,0,0,0,0,0,21.86,0.764811398,722.2222222,0.956187545,286.2550049
0,0,0,23,0,0,0,0,0,0,77,1.519848464,103,0.10658664,278.04
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,352.5738,0.520749692,281.0718
0,94.5,0,0,0,0,0,0,0,0,5.5,0.606875561,2277.777778,3.304863147,292.5131531
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,1400.528,1.958802469,292.0044
0,74.3,0,0,0,0,0,0,0,0,25.7,0.801881912,2055.555556,2.666685118,292.3589478
0,59,0,0,0,0,0,0,0,0,42,0.96477632,1388.888889,1.646871274,290.4651794
0,52.55,4.74,3.11,1.31,1.88,0,4.01,0,0,31.4,1.02843914,722.2222222,0.930234761,287.9837952
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,2604.236,3.798908145,294.6799
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,1859.473,2.619162522,291.687
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,154.6272,0.200878297,273.102
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,245.4658,0.338746387,278.7411
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,1096.337,1.353474228,290.4686
0,54.21,0,0,0,0,0,0,0,0,45.79,0.995826348,1611.111111,1.890994126,291.0880737
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,41.18392,0.050843285,251.2473
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,1203.451,1.683167198,291.1559
0,50,0,0,0,0,0,0,0,0,50,1.036468761,722.2222222,0.831095768,286.2098694
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,83.24821,0.103938874,273.044
0,90,0,0,0,0,0,0,0,0,10,0.65031757,1611.111111,2.277510759,290.9766541
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,74.2497,0.062496948,272.2893
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,260.4102,0.321487366,279.9284
0,54.21,0,0,0,0,0,0,0,0,45.79,0.995826348,365,0.42840798,279.9
0,45.29,0,0,0,0,0,0,0,0,54.71,1.081938064,266.87,0.300519668,276.1
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,2441.395,3.048183831,295.8673
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,1305.894,1.630463311,292.9663
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,1810,2.673360703,292.2832
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,1055.408,1.313879338,292.5659
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,157.0421,0.221201804,273.1056
0,80,0,0,0,0,0,0,0,0,20,0.746855368,1099,1.46964429,295.72
0,59,0,0,0,0,0,0,0,0,42,0.96477632,944.4444444,1.119872466,288.2112732
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,667.7676,0.840659975,286.5271
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,853.5066,1.074488845,288.3113
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,1259.864,1.774582676,289.4602
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,1043.584,1.35573416,288.2319
0,50.02,0,0,0,0,0,0,0,0,49.98,1.036275685,500,0.575427497,283.8873596
0,64,0,0,0,0,0,0,0,0,36,0.901315844,2277.777778,2.803625841,292.7353516
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,2725.124,3.392511822,297.3086
0,59,0,0,0,0,0,0,0,0,42,0.96477632,2277.777778,2.70086889,292.6289063
0,76.31,0,0,0,0,0,0,0,0,23.69,0.782477815,1611.111111,2.112357489,291.217865
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,2031.766,2.536744881,294.9708
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,1758.119,2.195085149,294.2894
0,82,11.3,4.2,0.1,0.1,0,0.2,0,0,0.5,0.65191039,944.4444444,1.430531232,290.3110046
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,1761.369,2.19914291,294.2967
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,173.9607,0.219001038,275.5603
0,0,0,0,0,0,0,0,0,0,100,1.519157749,239.5,0.223622782,275.5
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,62.51936,0.052623366,268.4204
0,87.56,0,0,0,0,0,0,0,0,12.44,0.673872793,2055.555556,2.865853992,292.1138916
0,74.96,0,0,0,0,0,0,0,0,25.04,0.795510418,217.56,0.283221655,275.6
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1406.35,1.770469481,291.4572
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,1325.524,1.867068133,289.7694
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,290.0701,0.423137406,280.4788
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,1363.821,1.147946048,291.5409
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,691.2636,1.00837517,287.2378
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,153.8659,0.193297543,272.9944
0,52.55,4.74,3.11,1.31,1.88,0,4.01,0,0,31.4,1.02843914,86.01,0.110782373,273.7
0,50.58,0,0,0,0,0,0,0,0,49.42,1.030869569,2500,2.884648225,292.9526672
0,12.38,1.96,1.66,0.37,0.48,0,0,0,0,83.15,1.39440368,999,0.99719447,290.94
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,56.77447,0.078349597,255.5509
0,74.96,0,0,0,0,0,0,0,0,25.04,0.795510418,2055.555556,2.675941568,292.3589478
0,0,0,0,0,0,0,0,0,0,100,1.519157749,565.6,0.528104575,282.41
0,50.58,0,0,0,0,0,0,0,0,49.42,1.030869569,2277.777778,2.62823505,292.6289063
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,669.2787,0.835622467,288.9524
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,57.2944,0.074631464,264.1168
0,94.5,0,0,0,0,0,0,0,0,5.5,0.606875561,1611.111111,2.337586128,290.8858948
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,2114.835,2.747410895,292.235
0,0,0,60,0,0,0,0,0,0,40,1.520959613,115,0.144110276,279.71
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,2466.761,3.598367603,294.4082
0,10.04,0,0,0,0,0,0,0,0,89.96,1.4222338,1332,1.29265369,291.09
0,0,0,0,0,0,0,0,0,0,100,1.519157749,507.6,0.47394958,281.46
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,41.38835,0.051524432,259.9552
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,2140.535,2.993788944,294.1283
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,1329.975,1.940090245,291.4167
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,1121.94,1.58030969,288.7299
0,50,0,0,0,0,0,0,0,0,50,1.036468761,265.41,0.305420023,274.2
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,904.3178,1.116418434,289.2864
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,1696.912,2.094909375,292.687
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1848.407,1.804383912,294.4154
0,85,0,0,0,0,0,0,0,0,15,0.698586469,500,0.687190764,283.1618347
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,1141.779,1.575671684,290.3727
0,52.55,4.74,3.11,1.31,1.88,0,4.01,0,0,31.4,1.02843914,2055.555556,2.647591245,293.795105
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,83.24821,0.103938874,273.044
0,50,0,0,0,0,0,0,0,0,50,1.036468761,261,0.300345224,273.5
0,7.86,1.13,0.86,0.2,0.33,0,0,0,0,89.62,1.440449575,796,0.773997082,286.6
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,211.303,0.260862458,278.2316
0,90,0,0,0,0,0,0,0,0,10,0.65031757,500,0.706813684,283.0489502
0,85.75,0,0,0,0,0,0,0,0,14.25,0.691346134,2500,3.45032226,293.0974121
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,91.04729,0.13447638,264.1898
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,2108.253,2.624567993,295.9987
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,607.3497,0.764599217,285.8066
0,51.62,0,0,0,0,0,0,0,0,48.38,1.020829638,1166.666667,1.352727269,289.1873169
0,93,0,0,0,0,0,0,0,0,7,0.621356231,2500,3.595673685,292.9358215
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,1179.803,1.532698114,289.0057
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,110.3051,0.136176294,272.9929
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,110.9925,0.161909409,271.8644
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,256.6606,0.334325105,281.4006
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,197.2135,0.272157508,276.9258
0,78.4,0,0,0,0,0,0,0,0,21.6,0.762301415,1833.333333,2.430625528,291.7189026
0,51.62,0,0,0,0,0,0,0,0,48.38,1.020829638,2277.777778,2.641038953,292.6289063
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,2013.434,2.62269134,293.8866
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,1487.638,1.868879135,290.1707
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,1165.187,1.463792719,288.7603
0,74.3,0,0,0,0,0,0,0,0,25.7,0.801881912,722.2222222,0.93694342,286.2550049
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,2353.815,3.476572665,293.5989
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,128.107,0.161275311,273.0297
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,606.6668,0.788129086,284.3567
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,110.3158,0.16293587,268.5377
0,82.16,0,0,0,0,0,0,0,0,17.84,0.726003203,1166.666667,1.578552754,289.2134094
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1915.98,1.870347541,294.5847
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,37.23034,0.046771463,242.7061
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,1319.774,1.932843718,290.8435
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,1216.77,1.528595038,289.0209
0,80,0,0,0,0,0,0,0,0,20,0.746855368,738,0.986894892,285.86
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,150.1684,0.19508581,272.6292
0,82.16,0,0,0,0,0,0,0,0,17.84,0.726003203,1833.333333,2.480582899,291.603363
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,342.959,0.50028866,281.8372
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,173.4488,0.225329694,274.0617
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,41.65981,0.061011887,247.0392
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,387.2113,0.377989177,284.5891
0,90,0,0,0,0,0,0,0,0,10,0.65031757,944.4444444,1.335092514,287.8339539
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,1508.578,1.959814185,290.4426
0,84.21,0,0,0,0,0,0,0,0,15.79,0.706212955,1833.333333,2.508695137,291.5339966
0,50,0,0,0,0,0,0,0,0,50,1.036468761,647,0.744533947,281.7
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,407.647,0.602092525,282.2532
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,49.7517,0.073483005,251.31
0,94.5,0,0,0,0,0,0,0,0,5.5,0.606875561,944.4444444,1.370309109,287.7431946
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,2244.603,2.794310356,296.3115
0,50.02,0,0,0,0,0,0,0,0,49.98,1.036275685,722.2222222,0.831173051,286.2098694
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,78.05951,0.065703715,273.0795
0,50,0,0,0,0,0,0,0,0,50,1.036468761,1388.888889,1.598261092,290.4651794
0,50.02,0,0,0,0,0,0,0,0,49.98,1.036275685,1166.666667,1.342664159,289.1873169
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,1587.153,2.190294305,292.1906
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,2422.341,3.577785215,293.7446
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,991.6428,1.396779441,287.9157
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,152.387,0.197968023,272.9804
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,113.9464,0.159367388,272.8332
0,46.53,0,0,0,0,0,0,0,0,53.47,1.069967377,258.16,0.292360706,273.5
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,2217.09,3.274630542,293.2977
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,126.8607,0.159371645,268.5007
0,50.02,0,0,0,0,0,0,0,0,49.98,1.036275685,944.4444444,1.086918605,288.2112732
0,12.38,1.96,1.66,0.37,0.48,0,0,0,0,83.15,1.39440368,598,0.596919212,282.32
