Water,Methane,Ethane,Propane,Isobutane,Butane,Isopentane,Pentane,Hexane,Heptane,Carbon Dioxide,SPECIFIC GRAVITY,Pressure (psia),PR,Hydrate Temperature (K)
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,882.1477,1.233786895,289.1909
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,72.45591,0.060987091,271.7331
0,50.42,0,0,0,0,0,0,0,0,49.58,1.032414173,1166.666667,1.345165874,289.1873169
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,1235.951,1.552691606,289.1136
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,16.66317,0.024403651,229.9424
0,24.42,3.99,0.75,0.92,0,0,0,0,0,66.85,1.222079631,530,0.578240374,282.46
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,2189.938,2.756937032,293.795
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,376.4284,0.473889853,281.9897
0,94,0,0,0,0,0,0,0,0,6,0.611702451,2055.555556,2.973721943,292.0300598
0,78,0,2,0,0,0,0,0,0,20,0.766222989,240.76,0.322397493,277.18
0,52.55,8.12,4.74,1.31,1.88,0,0,0,0,31.4,0.988463027,2055.555556,2.599472808,293.848114
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,1801.722,2.628247355,292.8985
0,87.56,0,0,0,0,0,0,0,0,12.44,0.673872793,1388.888889,1.936387832,290.3410645
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,19.82313,0.025821532,242.6642
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,133.6072,0.195671257,272.6982
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,1109.745,1.441684814,288.6251
0,77.78,0,0,0,0,0,0,0,0,22.22,0.768286759,1611.111111,2.128934373,291.217865
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,1822.451,2.289495595,291.2463
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,1127.42,1.588028549,288.7611
0,50,0,0,0,0,0,0,0,0,50,1.036468761,486.01,0.559275029,279.7
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,115.2051,0.161127828,273.0572
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,110.7352,0.136707271,273.0238
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,194.7764,0.272417612,277.3481
0,54.21,0,0,0,0,0,0,0,0,45.79,0.995826348,774,0.908459661,290.29
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,802.491,1.175269166,287.5558
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,1525.217,1.283795181,291.9986
0,44.1,0,0,0,0,0,0,0,0,55.9,1.093426061,223.36,0.250169124,275.1
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,24.84981,0.032369266,246.9456
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,14.25528,0.01790852,225.6265
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,1536.189,2.268943262,291.4387
0,50,0,0,0,0,0,0,0,0,50,1.036468761,189,0.217491369,273.9
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,1331.134,1.949480737,290.8944
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,1751.411,2.186709931,294.2743
0,84.21,0,0,0,0,0,0,0,0,15.79,0.706212955,377.1,0.516015783,276
0,86,0,0,0,0,0,0,0,0,14,0.688932689,1388.888889,1.919521379,290.4219055
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,1470.544,2.029372183,291.7885
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,61.87369,0.076385678,259.8325
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,1734.432,2.425806327,293.079
0,94,0,0,0,0,0,0,0,0,6,0.611702451,1166.666667,1.68778813,288.9642029
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,1520.489,2.098297012,291.9655
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,73.88584,0.091980617,272.9543
0,87.56,0,0,0,0,0,0,0,0,12.44,0.673872793,1068,1.489004787,294.24
0,50,0,0,0,0,0,0,0,0,50,1.036468761,840,0.966628308,285.8
0,77.78,0,0,0,0,0,0,0,0,22.22,0.768286759,398.86,0.527056612,280.6
0,78.14,0,0,0,0,0,0,0,0,21.86,0.764811398,1166.666667,1.544610651,289.328949
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,1233.2,1.5492356,289.1004
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,1819.646,2.654393845,292.9456
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,1700.242,2.0990204,292.6954
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,175.0789,0.218593334,278.7666
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,929.2071,0.78212582,289.7253
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,141.262,0.198974729,270.7395
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,559.4091,0.546085781,287.3827
0,82,11.3,4.2,0.1,0.1,0,0.2,0,0,0.5,0.65191039,1833.333333,2.776913568,293.8306885
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,17.45304,0.014690453,242.6086
0,50,0,0,0,0,0,0,0,0,50,1.036468761,1833.333333,2.109704641,291.5715027
0,50.4,0,0,0,0,0,0,0,0,49.6,1.032607249,722.2222222,0.83264416,286.2098694
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,1806.876,2.249383218,295.2417
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1715.948,2.160225808,292.5341
0,50,0,0,0,0,0,0,0,0,50,1.036468761,647,0.744533947,281.7
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,1869.184,2.614272784,293.453
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1444.738,1.818796557,291.6047
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,888.9956,1.313041935,288.1447
0,87.56,0,0,0,0,0,0,0,0,12.44,0.673872793,1166.666667,1.626565779,289.0480347
0,51.62,0,0,0,0,0,0,0,0,48.38,1.020829638,944.4444444,1.095064931,288.2112732
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,1184.981,1.475185001,293.2231
0,50.42,0,0,0,0,0,0,0,0,49.58,1.032414173,2055.555556,2.370054159,292.1621094
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,2228.25,2.750868528,293.9886
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1239.076,1.559886403,290.7321
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,76.77818,0.10001096,270.6701
0,78.4,0,0,0,0,0,0,0,0,21.6,0.762301415,722.2222222,0.957519147,286.2550049
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,1956.195,2.415005165,293.3611
0,82,11.3,4.2,0.1,0.1,0,0.2,0,0,0.5,0.65191039,847.16,1.283176418,291.29
0,50.42,0,0,0,0,0,0,0,0,49.58,1.032414173,1611.111111,1.857610016,291.0880737
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,1687.941,2.120514343,290.8475
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,115.2051,0.161127828,273.0572
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,547.1817,0.710851184,283.555
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,154.6269,0.217799872,272.8932
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,90.05198,0.087907233,273.0459
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,2341.395,3.42903453,293.9784
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,22.32673,0.031226547,238.4748
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,2093.401,2.629882707,291.9557
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1747.056,1.705446765,294.1504
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,2204.711,3.228857219,293.6609
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,1478.264,2.040025895,291.8158
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,1759.228,2.196469782,294.2918
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,1724.77,2.429426479,291.2782
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,1865.228,2.731675441,292.7784
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,181.7065,0.226206752,279.8395
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,87.75792,0.110479411,264.1773
0,78.14,0,0,0,0,0,0,0,0,21.86,0.764811398,2277.777778,3.015668413,292.8596497
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1724.838,1.683757926,294.0964
0,50.02,0,0,0,0,0,0,0,0,49.98,1.036275685,1833.333333,2.10990082,291.5715027
0,10.04,0,0,0,0,0,0,0,0,89.96,1.4222338,494,0.4794076,280.92
0,87,0,0,0,0,0,0,0,0,13,0.679278909,2500,3.474538581,293.0196533
0,50.42,0,0,0,0,0,0,0,0,49.58,1.032414173,722.2222222,0.832721731,286.2098694
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,1034.377,1.299459676,288.0149
0,52.55,4.74,3.11,1.31,1.88,0,4.01,0,0,31.4,1.02843914,2277.777778,2.933817325,294.2619019
0,94,0,0,0,0,0,0,0,0,6,0.611702451,500,0.72333777,282.9581909
0,54.21,0,0,0,0,0,0,0,0,45.79,0.995826348,944.4444444,1.108513798,288.2112732
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,280.2798,0.27360444,282.036
0,20,0,0,0,0,0,0,0,0,80,1.326082154,493.13,0.498010503,278.3
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,1252.648,1.834535927,290.5323
0,54.21,0,0,0,0,0,0,0,0,45.79,0.995826348,1833.333333,2.151820902,291.5715027
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,1858.796,2.421260479,293.5254
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,836.6125,1.089768206,289.678
4.520796,86.79928,0.9041591,1.265823,0.1808318,0.3616637,0.9041591,0.1808318,0.1808318,0.1808318,4.520796,0.655660836,423.404,0.531910923,281.4003
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,1473.857,2.033944171,291.8001
0,87.56,0,0,0,0,0,0,0,0,12.44,0.673872793,882,1.229683729,289.18
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1515.385,1.907734842,291.8683
0,50.4,0,0,0,0,0,0,0,0,49.6,1.032607249,944.4444444,1.088842363,288.2112732
0,51.62,0,0,0,0,0,0,0,0,48.38,1.020829638,1611.111111,1.868051942,291.0880737
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,2331.822,3.217948393,294.1429
0,82,11.3,4.2,0.1,0.1,0,0.2,0,0,0.5,0.65191039,221.91,0.336122667,281.08
0,92,0,0,0,0,0,0,0,0,8,0.63101001,1611.111111,2.303825303,290.9766541
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,51.41378,0.075296832,251.3243
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,774.2026,1.008473312,289.205
0,92,0,0,0,0,0,0,0,0,8,0.63101001,2055.555556,2.939363319,292.1208191
0,74.3,0,0,0,0,0,0,0,0,25.7,0.801881912,1833.333333,2.378394834,291.7012939
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,75.85569,0.063848731,272.7776
0,90,0,0,0,0,0,0,0,0,10,0.65031757,2500,3.53406842,293.0265808
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,2198.897,3.097258531,292.5832
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,595.6957,0.735411445,286.3994
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,2697.33,3.983942555,294.2997
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,46.93916,0.061142768,259.8177
0,86,0,0,0,0,0,0,0,0,14,0.688932689,2055.555556,2.840891641,292.1916504
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,119.0972,0.173732075,273.2065
0,52.55,8.12,4.74,1.31,1.88,0,0,0,0,31.4,0.988463027,500,0.632304196,286.0358276
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,757.0725,1.058854576,288.1291
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1423.819,1.792461398,291.525
0,86,0,0,0,0,0,0,0,0,14,0.688932689,1166.666667,1.612397959,289.144043
17.69912,35.39823,8.849558,6.19469,0.8849558,1.769912,4.424779,0.8849558,0.8849558,0.8849558,22.12389,1.070778126,2282.637,1.921325543,293.57
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,1009.388,1.41174736,290.0779
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1442.527,1.816013105,291.5961
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,1337.928,1.846360167,291.2856
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,2012.91,2.973057731,292.8153
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,182.8254,0.178471089,278.6131
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,1361.313,1.773241048,292.2725
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,12.97504,0.019002287,225.6796
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,864.7653,1.218066014,286.9663
0,82,11.3,4.2,0.1,0.1,0,0.2,0,0,0.5,0.65191039,2055.555556,3.113509153,294.456604
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,1662.289,2.32490589,292.8665
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,88.68168,0.115516413,273.3122
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,127.2886,0.160245018,272.8809
0,0,0,86,0,0,0,0,0,0,14,1.521740421,49,0.072090628,275.98
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,386.2936,0.54411423,280.6785
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,885.4465,1.221929093,288.7432
0,91,0,0,0,0,0,0,0,0,9,0.64066379,1166.666667,1.658704884,289.0549622
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,56.47459,0.070510889,264.1758
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,133.7984,0.19761955,273.0411
0.530504,92.8382,1.32626,1.856764,0.265252,0.530504,1.32626,0.265252,0.265252,0.265252,0.530504,0.64017476,131.8016,0.194670286,272.6837
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,1721.099,2.37514174,292.6078
0,52.26,0,0,0,0,0,0,0,0,47.74,1.014651219,2055.555556,2.390543352,292.1621094
4.411765,73.52941,6.25,2.573529,0.3676471,0.7352941,1.838235,0.3676471,0.3676471,0.3676471,9.191176,0.779020869,2296.575,2.83521862,294.1367
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,2187.717,2.135612643,295.2191
0,77.37,0,0,0,0,0,0,0,0,22.63,0.772244808,326.33,0.43027315,279.1
0,20,0,0,0,0,0,0,0,0,80,1.326082154,290.08,0.292950919,273.56
0,60,0,0,0,0,0,0,0,0,40,0.939930963,377.1,0.455104996,277.96
0,50.58,0,0,0,0,0,0,0,0,49.42,1.030869569,1388.888889,1.602582347,290.4651794
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,1108.85,1.561871758,288.6543
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,1185.808,1.540499291,289.0369
0,0,0,21,0,0,0,0,0,0,79,1.519788402,52,0.053308729,273.98
0,84.21,0,0,0,0,0,0,0,0,15.79,0.706212955,1388.888889,1.900526619,290.4219055
5.714286,64.7619,16.19048,6.666667,0.952381,1.904762,0.952381,0.952381,0.952381,0.952381,0,0.82973851,2040.269,2.539934588,295.8364
0.7407407,88.88889,1.851852,2.592593,0.3703704,0.7407407,1.851852,0.3703704,0.3703704,0.3703704,1.851852,0.685139183,2880.152,4.201398372,295.1992
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,2072.489,2.898618642,293.9669
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,1672.252,2.338840313,292.8948
0,54.21,0,0,0,0,0,0,0,0,45.79,0.995826348,1166.666667,1.369340574,289.1873169
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,1775.835,2.313195802,293.3628
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,30.74361,0.038384684,251.297
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0.702698121,149.991,0.209779984,275.1999
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,18.88185,0.026596048,229.9296
0,50,0,0,0,0,0,0,0,0,50,1.036468761,261,0.300345224,273.5
0,52.55,4.74,3.11,1.31,1.88,0,4.01,0,0,31.4,1.02843914,500,0.644008681,285.6845398
0,51.62,0,0,0,0,0,0,0,0,48.38,1.020829638,1833.333333,2.125714278,291.5715027
0,20,0,0,0,0,0,0,0,0,80,1.326082154,435.11,0.43941628,277.1
0,78.14,0,0,0,0,0,0,0,0,21.86,0.764811398,2500,3.309879965,293.2823181
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,1176.508,1.528417535,288.9885
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1596.872,1.558839663,293.7669
0,50.02,0,0,0,0,0,0,0,0,49.98,1.036275685,1388.888889,1.598409713,290.4651794
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,618.4875,0.905791203,285.5999
0,10.04,0,0,0,0,0,0,0,0,89.96,1.4222338,662,0.642445002,282.95
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,74.14817,0.0723822,268.5235
0,54.21,0,0,0,0,0,0,0,0,45.79,0.995826348,500,0.586860246,283.8873596
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,712.4466,0.928030185,288.6826
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,14.98093,0.020673902,229.8763
4.379562,65.69343,12.40876,5.109489,0.729927,1.459854,0.729927,0.729927,0.729927,0.729927,7.29927,0.835746521,1175.441,1.467587281,292.4224
1.686341,92.74874,1.686341,1.180438,0.1686341,0.3372681,0.8431703,0.1686341,0.1686341,0.1686341,0.8431703,0.618590173,740.0279,1.042367026,285.8332
0,87,0,0,0,0,0,0,0,0,13,0.679278909,227.99,0.31686402,280.93
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,1706.889,1.666236414,294.0529
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,1985.914,2.500088975,293.2921
0,7.86,1.13,0.86,0,0.33,0,0,0,0,89.62,1.436436873,194.05,0.188880446,273.7
0.6465517,90.51724,4.310345,1.508621,0.2155172,0.4310345,1.077586,0.2155172,0.2155172,0.2155172,0.6465517,0.641855639,2478.415,3.629703922,294.2807
3.490401,87.26003,1.745201,1.22164,0.1745201,0.3490401,0.8726003,0.1745201,0.1745201,0.1745201,4.363002,0.65573579,1776.303,2.307619372,291.3253
0,20,0,0,0,0,0,0,0,0,80,1.326082154,377.1,0.380832155,276
0,94.5,0,0,0,0,0,0,0,0,5.5,0.606875561,618.99,0.898102202,284.82
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0.670483235,728.9937,0.917738186,287.1792
0,12.38,1.66,0.37,0,0.48,0,0,0,0,83.19,1.364838057,509.13,0.514162863,282
13.44086,64.51613,9.139785,3.763441,0.5376344,1.075269,0.5376344,0.5376344,0.5376344,0.5376344,5.376344,0.768418394,332.772,0.324846445,283.3998
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0.727137989,152.2374,0.210089834,274.7885
2.325581,62.0155,7.751938,5.426357,0.7751938,1.550388,3.875969,0.7751938,0.7751938,0.7751938,13.95349,0.945298948,1156.327,1.506227077,291.4826
0,74.3,0,0,0,0,0,0,0,0,25.7,0.801881912,1166.666667,1.513523986,289.3113403
0,50,0,0,0,0,0,0,0,0,50,1.036468761,348.09,0.400563867,276.8
