Water,Methane,Ethane,Propane,Isobutane,Butane,Isopentane,Pentane,Hexane,Heptane,Carbon Dioxide,Nitrogen,H2S,SPECIFIC GRAVITY,Pressure (psia),PR,TPC,Hydrate Temperature (K)
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1672.252,2.336889136,222.0664441,292.8948
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1672.252,2.336889136,222.0664441,292.8948
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1670.037,2.333793783,222.0664441,292.8885
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1668.929,2.332245408,222.0664441,292.8854
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1666.714,2.329150056,222.0664441,292.8791
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1662.289,2.322966338,222.0664441,292.8665
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1653.463,2.310632441,222.0664441,292.8413
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1635.905,2.286096008,222.0664441,292.7903
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1601.17,2.23755557,222.0664441,292.6868
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1533.203,2.142575063,222.0664441,292.4726
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1466.772,2.049741039,222.0664441,292.2471
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1400.528,1.957168338,222.0664441,292.0044
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1334.547,1.864963167,222.0664441,291.743
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1268.846,1.773149282,222.0664441,291.4609
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1203.451,1.681763016,222.0664441,291.1559
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1138.388,1.590840704,222.0664441,290.8256
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1073.689,1.500427065,222.0664441,290.4673
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,1009.388,1.41056961,222.0664441,290.0779
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,945.5251,1.321324378,222.0664441,289.6538
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,882.1477,1.232757609,222.0664441,289.1909
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,819.3093,1.144944065,222.0664441,288.6845
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,757.0725,1.057971227,222.0664441,288.1291
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,695.5112,0.971942367,222.0664441,287.5179
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,634.713,0.886979901,222.0664441,286.8431
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,574.7822,0.803229584,222.0664441,286.0952
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,515.8446,0.720867215,222.0664441,285.2626
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,458.0531,0.640106463,222.0664441,284.3308
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,401.5957,0.56121005,222.0664441,283.282
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,346.7054,0.484503581,222.0664441,282.0933
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,293.6746,0.410395671,222.0664441,280.7356
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,242.8737,0.339403936,222.0664441,279.1707
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,194.7764,0.272190348,222.0664441,277.3481
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,149.991,0.209604975,222.0664441,275.1999
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,128.0377,0.178926328,222.0664441,273.9106
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,116.0157,0.16212618,222.0664441,273.1137
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,115.2051,0.160993407,222.0664441,273.0572
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,115.2051,0.160993407,222.0664441,273.0572
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,114.2858,0.159708731,222.0664441,272.9043
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,113.9464,0.159234436,222.0664441,272.8332
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,113.2837,0.158308346,222.0664441,272.6938
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,111.9691,0.156471258,222.0664441,272.4153
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,109.3827,0.152856892,222.0664441,271.8592
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,104.3765,0.145860976,222.0664441,270.7505
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,95.00029,0.132758188,222.0664441,268.5476
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,78.56118,0.109785348,222.0664441,264.1991
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,64.73626,0.090465709,222.0664441,259.9016
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,53.02721,0.074102893,222.0664441,255.6075
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,43.16376,0.060319211,222.0664441,251.3177
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,34.90093,0.048772317,222.0664441,247.0323
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,28.02011,0.039156712,222.0664441,242.7514
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,22.32673,0.031200497,222.0664441,238.4748
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,17.64817,0.024662441,222.0664441,234.2028
1.677852,83.89262,5.704698,2.348993,0.3355705,0.6711409,1.677852,0.3355705,0.3355705,0.3355705,2.684564,0,0.00,0.702698121,13.83176,0.019329198,222.0664441,229.9355
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,2468.812,3.404383039,223.3769418,294.4365
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,2400.317,3.30993145,223.3769418,294.2914
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,2331.822,3.215479861,223.3769418,294.1429
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,2263.438,3.121181336,223.3769418,293.9911
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,2195.169,3.027041392,223.3769418,293.8357
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,2127.021,2.9330683,223.3769418,293.6763
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,2059.001,2.839271715,223.3769418,293.5125
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1991.115,2.745659911,223.3769418,293.3438
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1923.373,2.652246675,223.3769418,293.1698
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1855.783,2.559043042,223.3769418,292.9896
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1788.355,2.466062799,223.3769418,292.8026
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1721.099,2.373319736,223.3769418,292.6078
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1654.028,2.280831781,223.3769418,292.4042
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1587.153,2.1886141,223.3769418,292.1906
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1520.489,2.09668738,223.3769418,291.9655
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1486.899,2.050368249,223.3769418,291.8469
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1478.264,2.038460964,223.3769418,291.8158
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1476.066,2.035430019,223.3769418,291.8079
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1476.066,2.035430019,223.3769418,291.8079
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1473.857,2.032383905,223.3769418,291.8001
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1472.753,2.030861538,223.3769418,291.7963
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1470.544,2.027815424,223.3769418,291.7885
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1466.133,2.021732849,223.3769418,291.773
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1457.338,2.009604931,223.3769418,291.7419
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1439.854,1.985495265,223.3769418,291.679
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1405.313,1.937864747,223.3769418,291.551
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1337.928,1.844943799,223.3769418,291.2856
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1272.275,1.754411203,223.3769418,291.0051
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1206.86,1.664206799,223.3769418,290.7015
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1141.779,1.574462965,223.3769418,290.3727
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1077.06,1.485218314,223.3769418,290.0158
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,1012.737,1.396519729,223.3769418,289.6277
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,948.8505,1.308423059,223.3769418,289.2049
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,885.4465,1.220991735,223.3769418,288.7432
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,822.5783,1.134299255,223.3769418,288.2379
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,760.3084,1.048431805,223.3769418,287.6833
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,698.7098,0.963490048,223.3769418,287.073
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,637.8693,0.879593678,223.3769418,286.399
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,577.8903,0.796885278,223.3769418,285.6518
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,518.8972,0.71553639,223.3769418,284.82
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,461.0416,0.635756065,223.3769418,283.8893
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,404.5091,0.557800237,223.3769418,282.842
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,349.5303,0.481986893,223.3769418,281.6555
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,296.3939,0.408714137,223.3769418,280.3011
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,245.4658,0.33848653,223.3769418,278.7411
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,197.2135,0.271948733,223.3769418,276.9258
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,152.2374,0.209928671,223.3769418,274.7885
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,130.1737,0.1795038,223.3769418,273.5073
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,123.9865,0.170971924,223.3769418,273.1112
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,122.2826,0.168622321,223.3769418,272.9989
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,122.2826,0.168622321,223.3769418,272.9989
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,121.4507,0.167475167,223.3769418,272.8478
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,121.0979,0.166988672,223.3769418,272.7775
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,120.4008,0.166027402,223.3769418,272.6381
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,119.0178,0.164120306,223.3769418,272.3596
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,116.2962,0.160367339,223.3769418,271.8035
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,111.0262,0.153100241,223.3769418,270.6949
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,101.1479,0.1394785,223.3769418,268.4919
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,83.801,0.115557889,223.3769418,264.1432
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,69.18193,0.095398835,223.3769418,259.8454
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,56.77447,0.078289494,223.3769418,255.5509
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,46.30084,0.06384682,223.3769418,251.2607
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,37.5084,0.051722432,223.3769418,246.975
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,30.17108,0.041604591,223.3769418,242.6936
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,24.08706,0.033214995,223.3769418,238.4166
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,19.07678,0.02630604,223.3769418,234.1441
1.340483,80.42895,6.702413,1.876676,0.2680965,0.536193,1.340483,0.2680965,0.2680965,0.2680965,6.702413,0,0.00,0.727137989,14.98093,0.020658043,223.3769418,229.8763
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,2532.238,3.185425466,230.7813405,294.5508
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,2463.647,3.099141508,230.7813405,294.4064
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,2395.057,3.012858808,230.7813405,294.2588
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,2326.573,2.92670945,230.7813405,294.1079
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,2258.198,2.840697208,230.7813405,293.9534
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,2189.938,2.754829631,230.7813405,293.795
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,2121.799,2.669114265,230.7813405,293.6323
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,2053.789,2.583561175,230.7813405,293.4649
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1985.914,2.498177908,230.7813405,293.2921
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1918.184,2.412977044,230.7813405,293.1134
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1850.606,2.327967387,230.7813405,292.9281
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1783.191,2.243162776,230.7813405,292.7353
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1715.948,2.158574533,230.7813405,292.5341
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1648.891,2.074220268,230.7813405,292.3234
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1582.032,1.990115077,230.7813405,292.1019
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1515.385,1.90627657,230.7813405,291.8683
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1448.966,1.822724877,230.7813405,291.621
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1444.738,1.81740627,230.7813405,291.6047
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1442.535,1.814635009,230.7813405,291.5962
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1442.527,1.814624945,230.7813405,291.5961
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1440.328,1.811858716,230.7813405,291.5879
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1439.224,1.810469941,230.7813405,291.5837
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1437.017,1.807693648,230.7813405,291.5753
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1432.608,1.802147352,230.7813405,291.5586
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1423.819,1.791091241,230.7813405,291.525
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1406.35,1.769116135,230.7813405,291.4572
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1371.848,1.72571439,230.7813405,291.3191
4.784689,83.73206,4.784689,1.674641,0.2392344,0.4784689,1.196172,0.2392344,0.2392344,0.2392344,2.392344,0,0.00,0.670483235,1304.577,1.641090924,230.7813405,291.0335
